brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings,Discount_Percentage,Revenue_Score,Price Category
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,40,260276,Premium
HERE&NOW,Men Mid Rise Baggy Fit Jeans,927,2899,0.68,3.8,29,68,26883,Budget
Roadster,Relaxed Fit Stretchable  Jeans,519,1299,0.6,4.2,15,60,7785,Budget
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,63,21998,Mid
Mast & Harbour,Men Bootcut Jeans,899,2999,0.7,4.2,24,70,21576,Budget
Mast & Harbour,Printed Baggy Fit Jeans,805,2599,0.69,4.2,19,69,15295,Budget
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,63,34166,Mid
Roadster,Men Straight Fit Jeans,594,1699,0.65,3.8,22,65,13068,Budget
StyleCast x Revolte,Men Wide Leg Jeans,1304,2899,0.55,3.8,131,55,170824,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,131,59,182483,Mid
Powerlook,Men Baggy Fit Jeans,1297,2199,0.41,4.2,777,41,1007769,Mid
Cantabil,Men Clean Look Jeans,1259,3599,0.65,4.2,10,65,12590,Mid
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,50,8245,Mid
WROGN,Men Pure Cotton Cargo Jeans,1039,2599,0.6,3.9,42,60,43638,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,45,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,39,9145,Mid
Roadster,Men Cotton Loose Fit Jeans,883,2599,0.66,3,9,66,7947,Budget
Roadster,Light Fade Stretchable Jeans,699,2799,0.75,4,26,75,18174,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,42,68166,Mid
Roadster,Men Straight Mid-Rise Jeans,628,1699,0.63,3.8,25,63,15700,Budget
glitchez,Men Loose Bootcut Fit Jeans,571,2199,0.74,3.9,78,74,44538,Budget
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,60,47817,Budget
glitchez,Men Light Jogger Jeans,681,2199,0.69,4.6,21,69,14301,Budget
Thomas Scott,Men Tapered Fit Jeans,979,3499,25.2,3.5,81,2520,79299,Budget
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.5,81,39,148149,Mid
Kook N Keech,Men Straight Pure Cotton Jeans,929,2999,0.69,4.4,24,69,22296,Budget
glitchez,Men Loose Fit Cargo Jeans,1151,2399,0.52,2.3,42,52,48342,Mid
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,49,390192,Mid
Roadster,Men Straight Fit Jeans,645,1699,0.62,3.2,5,62,3225,Budget
Aeropostale,Men Straight Fit Jeans,1259,3499,0.64,4.7,11,64,13849,Mid
Calvin Klein Jeans,Men Slim Fit Jeans,1259,3499,0.64,4.7,11,64,13849,Mid
Roadster,Men Straight Fit Jeans,675,2599,0.74,4.2,26,74,17550,Budget
glitchez,Men Regular Fit Jeans,543,1699,0.68,4.1,76,68,41268,Budget
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,42,165750,Mid
SF JEANS by Pantaloons,Men Straight Fit Jeans,1049,1399,0.25,3.8,6,25,6294,Mid
MASTERLY WEFT,Men Jeans,959,1999,0.52,2.1,15,52,14385,Budget
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,2.1,15,34,34635,Premium
Roadster,Men Straight Fit Jeans,626,1899,0.67,4,64,67,40064,Budget
Roadster,Men Slim Fit Jeans,539,1499,0.64,3.9,1600,64,862400,Budget
